num_col_1,num_col_2,num_col_3,num_col_4,num_col_5,num_col_6,num_col_7,num_col_8,cat_col_1,cat_col_2,cat_col_3,cat_col_4,cat_col_5,cat_col_6,text_col_1,text_col_2,text_col_3,text_col_4,datetime_col_1,datetime_col_2
-42.453281720005606,895.2115815285193,87.38679212842565,86.87658535477951,60.041379586123,374.90326173466303,72.29753929345948,469.7625081063093,Female,Yes,High,Red,TypeB,Group1,"Average quality, okay for price.",Price is too high for quality.,Delivery was fast and reliable.,Customer support resolved my issue.,2020-07-09,2020-03-18
182.31196699074525,705.1854648293379,2.601577462205398,130.21964041951932,645.9867127102708,567.1562769796922,477.68762514628975,777.9429558817839,Male,Yes,High,Red,TypeA,Group2,"Average quality, okay for price.",Customer support resolved my issue.,Loved the experience!,Highly recommended.,2022-03-23,2021-08-23
492.87160804867955,486.25640299432513,145.86133217991053,369.15613637371644,318.25441412197944,411.51668240635775,109.0771634689745,625.7971111966385,Male,Yes,Medium,Red,TypeC,Group1,Delivery was fast and reliable.,Delivery was fast and reliable.,Customer support resolved my issue.,Not satisfied with the product.,2022-08-28,2021-03-30
68.38546610560047,481.1107101426117,56.337306092267454,539.69103305344,603.0920809802758,180.78841984133715,859.5701821300272,552.9228956816702,Male,No,Medium,Blue,TypeC,Group2,"Average quality, okay for price.",Price is too high for quality.,Great service and support.,Will not buy again.,2022-03-26,2020-08-13
397.0177676524428,421.553353536455,403.70669721063547,26.426754178303426,890.7149200544809,532.2342303905833,771.3899805305982,716.9333112176446,Female,Yes,Medium,Red,TypeB,Group2,Will not buy again.,Loved the experience!,Not satisfied with the product.,Price is too high for quality.,2020-12-25,2020-04-02
199.38612300471476,934.1679612683488,584.8226326840607,759.75154499581,239.0571353906094,275.6094223883618,542.381677788326,811.9626411343505,Male,No,Low,Blue,TypeC,Group1,Price is too high for quality.,Delivery was fast and reliable.,"Average quality, okay for price.",Highly recommended.,2020-10-19,2020-09-08
-37.01477596548532,675.2193554795283,630.9396794518378,930.9903659574463,599.366864628071,841.3008424138868,636.2831027609826,345.78596418283644,Male,Yes,Medium,Red,TypeB,Group2,Price is too high for quality.,Delivery was fast and reliable.,Delivery was fast and reliable.,Loved the experience!,2021-06-23,2021-11-27
131.82229475443893,702.3517698470848,886.5451949555146,-37.33212016614392,762.4212974206554,67.30763437166762,641.1758515280352,694.0556477821934,Female,Yes,High,Blue,TypeB,Group2,Highly recommended.,Not satisfied with the product.,Delivery was fast and reliable.,Price is too high for quality.,2021-01-13,2021-02-11
1001.290445804566,572.2654864474978,541.1111336822198,769.4250662928888,678.7437112412498,245.05243744566903,124.21483314690452,156.7351021862294,Male,No,Medium,Yellow,TypeC,Group2,Customer support resolved my issue.,Loved the experience!,Price is too high for quality.,Great service and support.,2020-12-28,2021-11-19
350.5489703162333,789.948961847477,320.5108040622091,614.9725058988304,238.48394936376795,270.8324673846296,131.03564124700446,526.2782729312967,Male,No,Medium,Yellow,TypeA,Group2,Delivery was fast and reliable.,Will not buy again.,Delivery was fast and reliable.,Delivery was fast and reliable.,2021-03-22,2022-05-08
367.69476557447973,107.85361307702186,-6.114861296234494,319.2766875761842,744.2252747375269,887.2336237570984,820.4410470015384,19.230029609036606,Male,Yes,Low,Green,TypeB,Group1,Loved the experience!,Delivery was fast and reliable.,Delivery was fast and reliable.,Will not buy again.,2022-04-25,2020-04-04
944.8963824839675,82.88248052670968,326.5734799809303,288.19958054154864,355.4510612776269,886.4871289664882,434.55714489802506,763.8081928941554,Male,Yes,Low,Green,TypeC,Group1,Delivery was fast and reliable.,Loved the experience!,Great service and support.,Highly recommended.,2020-02-19,2020-06-04
809.4104886497146,271.93585945166535,110.56555070428816,86.84484338754427,334.2498296506221,228.5886858777998,627.67890739528,142.21974353248595,Female,Yes,Medium,Green,TypeC,Group2,Will not buy again.,Will not buy again.,Price is too high for quality.,Loved the experience!,2021-03-13,2021-08-14
292.12400776457434,961.5994116069862,824.1788261916975,466.3104011196179,-45.23588585357044,882.7936178999001,937.4529328934152,761.0409084253924,Female,No,Low,Red,TypeA,Group2,Delivery was fast and reliable.,Great service and support.,Highly recommended.,Loved the experience!,2021-12-08,2021-09-04
168.92501410811334,757.3185986991479,897.1421438975514,958.6480136288629,192.9728896942761,961.419275906763,810.589693825979,56.03802046725316,Female,No,Medium,Blue,TypeB,Group2,Loved the experience!,Delivery was fast and reliable.,Delivery was fast and reliable.,Great service and support.,2022-08-03,2021-07-27
480.93793508793755,580.9279036473744,241.8237002712491,937.0933273720639,945.4394588942898,282.484540316535,770.9185282980793,706.5979659745299,Male,No,Medium,Blue,TypeA,Group1,Great service and support.,Great service and support.,"Average quality, okay for price.",Highly recommended.,2020-07-09,2022-08-29
473.03232282327804,481.5302846328529,657.07497682077,358.28113722866357,82.38580779780327,182.814702267187,630.9040707881469,6.291878252658471,Female,No,Low,Yellow,TypeA,Group2,Not satisfied with the product.,Not satisfied with the product.,Loved the experience!,Delivery was fast and reliable.,2020-09-26,2022-06-30
666.4100600257228,463.15362647232905,638.8593873536324,89.52903063265609,275.53532848814183,732.1119971182482,834.9414398959977,300.74438185543886,Male,Yes,High,Yellow,TypeA,Group2,Loved the experience!,Not satisfied with the product.,Great service and support.,Not satisfied with the product.,2022-03-17,2021-09-13
782.885239113592,436.18625297255386,156.5824507772671,786.1901085258273,782.4168788343964,910.7908329171144,736.1408826945247,482.31612531395285,Male,No,Low,Green,TypeC,Group2,Highly recommended.,Great service and support.,Delivery was fast and reliable.,Highly recommended.,2022-01-23,2021-09-22
488.1407433306987,116.58272709056553,926.112643624515,233.58069925023943,770.8463956357915,572.0783148575837,90.54011237343882,750.8139060702171,Female,No,High,Red,TypeC,Group2,Highly recommended.,"Average quality, okay for price.",Customer support resolved my issue.,"Average quality, okay for price.",2021-12-17,2021-09-15
679.9662065311335,493.7177246016492,389.2781310206102,492.362002379184,610.1027452547022,575.7326111940461,240.65593588099736,921.5007868214833,Female,Yes,Medium,Red,TypeA,Group2,Not satisfied with the product.,Customer support resolved my issue.,Highly recommended.,Will not buy again.,2021-10-06,2022-05-19
730.7094460704391,721.802775245675,982.0202638750684,691.3672230202676,59.427503769026146,782.9830426182971,774.368138297698,160.95435461824343,Female,No,Low,Blue,TypeC,Group2,Highly recommended.,Delivery was fast and reliable.,Customer support resolved my issue.,Price is too high for quality.,2021-07-29,2020-02-23
211.95743613094245,639.8012661773575,816.7958677239634,911.7064545863203,730.9408022836412,320.1433470439419,835.4082175639942,585.0414094462752,Female,No,Medium,Green,TypeA,Group1,Customer support resolved my issue.,Great service and support.,Delivery was fast and reliable.,"Average quality, okay for price.",2021-04-10,2021-12-09
741.656240505783,759.4131192722357,154.88904381454907,803.6058476603478,382.23669785833386,888.6564282177116,704.2742051679195,300.9243870137157,Male,No,Low,Blue,TypeA,Group1,"Average quality, okay for price.",Loved the experience!,Loved the experience!,Great service and support.,2021-08-26,2021-02-10
687.0289269421871,865.3332921245869,490.2813854304589,792.0888891217193,900.2691794183777,215.34112183446666,-23.136102241641105,283.0812820487897,Female,No,High,Yellow,TypeC,Group2,Loved the experience!,"Average quality, okay for price.","Average quality, okay for price.",Will not buy again.,2021-08-06,2021-04-27
382.8699303720494,306.24669826388003,178.72254988658176,907.7085555796081,421.0003998464721,49.31946752311303,51.97487268706041,190.31710818848137,Male,No,High,Green,TypeB,Group1,Price is too high for quality.,Highly recommended.,"Average quality, okay for price.",Price is too high for quality.,2020-02-14,2021-10-14
676.4477591835822,379.95739106022177,836.3529877797802,204.72076438671252,51.482805942914716,253.91600421154905,219.47754841280883,66.36080498759219,Female,Yes,Low,Green,TypeB,Group2,Highly recommended.,Will not buy again.,Great service and support.,Delivery was fast and reliable.,2020-10-22,2022-05-30
673.4225978243264,643.1649354687914,993.5152334196151,565.5158758399473,879.6337527559255,957.478233997402,738.3843195914101,850.3934847695114,Male,Yes,Medium,Yellow,TypeC,Group1,Price is too high for quality.,Price is too high for quality.,Highly recommended.,Loved the experience!,2020-09-04,2021-07-31
543.536737446715,568.3773894526067,910.8080320382223,74.66506869621551,98.04433628331644,517.5587752136089,274.94900873833717,238.62745602446486,Female,No,High,Red,TypeB,Group2,Delivery was fast and reliable.,Customer support resolved my issue.,Will not buy again.,Price is too high for quality.,2022-05-25,2020-04-27
1054.0683165301527,457.6763535060042,612.2352308320905,692.4048041919236,492.56090662756344,13.402518218521276,815.7980573817255,925.4960544436734,Female,Yes,Low,Red,TypeC,Group1,Not satisfied with the product.,Loved the experience!,Customer support resolved my issue.,Not satisfied with the product.,2022-06-07,2020-06-23
444.69060786606445,170.1813904363628,96.80967386147877,359.7888648832663,690.9551364964112,99.89694128678721,136.63299144233534,667.1344197208575,Male,No,Low,Blue,TypeB,Group2,Price is too high for quality.,Delivery was fast and reliable.,Will not buy again.,Delivery was fast and reliable.,2020-09-04,2022-05-30
819.1305668197034,779.7352053365395,419.7131706209377,19.362537745010343,60.50391401307097,664.4588842708034,729.9563047026231,28.17836898947492,Male,Yes,Low,Red,TypeA,Group2,Will not buy again.,Delivery was fast and reliable.,Price is too high for quality.,Will not buy again.,2020-12-19,2022-08-19
330.31678080644537,529.5719541392604,785.6696564917504,242.67092711195335,1017.3664327915184,600.220807182906,398.7978465464604,589.2639736235269,Male,No,Low,Green,TypeC,Group2,Great service and support.,"Average quality, okay for price.",Great service and support.,Not satisfied with the product.,2021-05-14,2022-02-21
704.6920391198496,93.96181919158343,139.95482549740467,576.5089161901225,99.70483297100807,796.2820036003836,444.1931675126673,1037.2786200605537,Male,Yes,Low,Blue,TypeA,Group1,Will not buy again.,Price is too high for quality.,Not satisfied with the product.,Not satisfied with the product.,2021-07-22,2022-05-28
147.38992967173968,749.1040745961706,765.1926261992488,494.81721981045365,530.3090723619051,325.0208295232111,814.8409788588285,718.4227734875394,Female,No,Medium,Green,TypeC,Group1,Customer support resolved my issue.,"Average quality, okay for price.","Average quality, okay for price.",Customer support resolved my issue.,2021-06-09,2021-08-17
236.61583629817247,22.82948923180895,411.8477162214115,721.9794346090993,459.1892829854894,345.04180024792953,697.8802113118591,55.393332768156476,Female,Yes,Medium,Green,TypeA,Group2,Price is too high for quality.,Will not buy again.,Delivery was fast and reliable.,"Average quality, okay for price.",2020-09-08,2022-03-17
902.0647937486223,942.9336949565525,981.9253290999574,610.3624854411925,636.194679302472,783.8949089209257,167.00709939412616,522.1035157584435,Female,No,High,Green,TypeC,Group2,Great service and support.,"Average quality, okay for price.",Great service and support.,Loved the experience!,2020-06-06,2022-06-24
242.35913751286694,234.2352449831814,740.5278771493814,567.0196919639983,527.1351381918998,4.566500309037771,799.5551424488133,403.4338652313736,Male,No,Low,Green,TypeA,Group2,"Average quality, okay for price.",Will not buy again.,Customer support resolved my issue.,Price is too high for quality.,2021-03-08,2020-05-04
339.8714792171233,42.820786104039854,610.6277162378171,65.25581311228296,700.8868596113952,974.3661646945285,738.2835499706041,738.5395802518793,Female,Yes,High,Green,TypeA,Group2,Loved the experience!,Will not buy again.,Delivery was fast and reliable.,Great service and support.,2021-11-08,2021-07-20
473.1788297998753,136.07822475598834,834.5618372436625,846.6118206504676,665.2161440494313,73.45462990034287,105.12759115122915,946.1945722462664,Female,No,Medium,Blue,TypeC,Group1,"Average quality, okay for price.",Price is too high for quality.,Loved the experience!,Loved the experience!,2020-06-27,2021-01-08
673.7349556391267,692.0860198004073,958.5354142185191,470.8413764367165,312.2885257449393,679.3717145527874,79.68864273127467,922.3958076046246,Female,No,Medium,Blue,TypeB,Group1,Highly recommended.,Not satisfied with the product.,Delivery was fast and reliable.,Loved the experience!,2020-09-04,2021-06-01
18.575203949767563,820.3872191759633,459.6111278002051,585.5377080281937,381.384341168901,557.054962945375,263.31893835471874,323.0805391450055,Male,No,High,Red,TypeC,Group2,"Average quality, okay for price.",Customer support resolved my issue.,Customer support resolved my issue.,Price is too high for quality.,2021-05-03,2022-03-16
345.7483085784771,419.9653488581545,582.12639632922,177.20259056266863,9.028907106857972,314.5750031043191,688.2757893539078,967.8287549816415,Male,Yes,Medium,Green,TypeB,Group2,Will not buy again.,Great service and support.,Great service and support.,"Average quality, okay for price.",2021-03-11,2021-03-29
234.42757949301244,727.675242850021,638.8005169776781,67.51321023158184,565.6404749603347,759.2796582431316,1005.836325235414,157.7422064839429,Male,No,Low,Green,TypeB,Group2,"Average quality, okay for price.",Will not buy again.,Will not buy again.,Loved the experience!,2021-12-31,2020-07-28
582.7032489692922,602.913329996294,635.4226289454376,188.36924628139306,474.91942685723876,89.68290796281374,118.93532971313738,194.5027928397364,Female,No,Low,Green,TypeA,Group2,"Average quality, okay for price.",Will not buy again.,Loved the experience!,Great service and support.,2022-08-06,2020-05-21
647.6189698260958,840.239835863822,919.8421860346863,65.0243884512538,790.5964985778145,764.4440892038875,134.8475733523103,222.78933567035696,Female,No,High,Red,TypeC,Group1,"Average quality, okay for price.",Great service and support.,Delivery was fast and reliable.,"Average quality, okay for price.",2021-01-23,2022-07-09
191.7346627319993,147.48270284215525,866.1653346037198,436.075366369266,239.1184672370933,668.4038008100356,502.16131633383804,720.5547605699269,Female,No,High,Yellow,TypeC,Group2,"Average quality, okay for price.",Will not buy again.,Loved the experience!,Customer support resolved my issue.,2020-05-19,2022-05-18
176.2104770707921,472.9752759149448,234.72069923437343,909.5752077508404,321.90475296391503,980.0258913294745,418.85669067327103,214.18413631395387,Female,Yes,Low,Red,TypeB,Group2,Great service and support.,"Average quality, okay for price.",Loved the experience!,Great service and support.,2020-06-28,2021-08-02
834.4238609279953,600.0640878863353,310.49776598608264,684.7262372109982,456.02308513087667,107.78563947250235,450.49912728469934,548.6092821013839,Male,Yes,High,Green,TypeA,Group2,Will not buy again.,Delivery was fast and reliable.,Will not buy again.,Highly recommended.,2020-08-22,2020-01-11
91.79279218811212,415.24718380732315,415.6422569641001,206.01345002147923,493.03631371779505,58.678335012929736,143.74074830472787,685.6025158477937,Male,No,Low,Blue,TypeB,Group1,Great service and support.,Highly recommended.,"Average quality, okay for price.",Not satisfied with the product.,2021-01-22,2020-07-20
