user_id,account_age_days,avg_posts_per_day,max_posts_in_hour,followers_count,following_count,follower_following_ratio,avg_likes_per_post,avg_comments_per_post,sudden_follower_gain,sessions_per_day,avg_session_duration_min,avg_caption_len_chars,avg_emoji_per_post,avg_hashtags_per_post,avg_mentions_per_post,profile_completion,posting_pattern_score,content_diversity_score,suspicious_links_shared,is_verified,account_type,device_type_primary,profile_picture_present,bio_present,time_pattern_type,content_type_dominant,is_bot
U02750,1629,1.9794842937166583,7,4121,507,2.4519418692863866,68.12913747052761,0.500066194246338,21,2.1686866876298927,25.6314739238937,43,3.4307557622998486,4.61489076459011,4.439011491115055,27.69,0.53,0.39,1,No,Personal,Android,Yes,Yes,Regular,Image,0
U00487,326,125.8357925037341,256,7946,243,8.939787491989675,2.168770149674052,0.2967274057909084,9746,60.034235198780806,3.0460299968172575,48,9.467700657727658,7.339285397139147,8.118737130519632,17.64,0.04,0.12,48,No,Personal,Android,Yes,No,Nocturnal,Video,1
U05272,2625,4.313752791693537,1,3112,2465,1.4828844006665167,43.968512256597954,9.42064295330695,8,2.9702938589268313,21.267830766249176,149,1.919959065021824,2.927085577466549,3.4439954284484173,57.65,0.8,0.76,0,No,Personal,Android,Yes,Yes,Diurnal,Video,0
U05653,1091,3.5057153504662937,7,2295,978,1.6772298311238099,63.2697396513386,8.031346457999787,28,3.839383256059356,29.025639195168086,51,0.17858857610180912,0.05551033170831721,1.275667792854439,93.69,0.47,0.52,0,No,Creator,iOS,Yes,Yes,Diurnal,Image,0
U03999,700,2.4265110638625877,4,1808,698,1.0023094656524034,17.22816435577799,1.6526158469427732,11,4.155077388317224,8.78145544241379,135,1.8438564627683196,0.9477055757814451,3.255124347091212,81.11,0.11,0.87,1,No,Creator,Android,No,Yes,Regular,Image,0
U06033,290,1.3031783345618817,2,4808,3000,2.705437296568253,31.105648167766287,13.616579893824062,27,3.3475640227371537,19.331026832083218,128,4.575654334868075,3.0214764215853234,2.4229176022630527,83.63,0.79,0.13,0,No,Personal,iOS,Yes,Yes,Nocturnal,Text,0
U00582,2256,1.6653272226123885,6,1337,2132,2.628440016604323,94.82522260308355,19.54415240647425,28,3.507632359396244,14.885445786432351,144,1.5203895512269405,2.910161114421228,0.6335007903556472,70.54,0.07,0.04,1,No,Personal,Android,Yes,Yes,Regular,Image,0
U02930,171,81.56240864509795,198,12611,419,34.66351789456219,0.2620718862251381,0.8876380725145039,5808,88.01763133055069,5.614333267719305,30,8.143228398316005,5.212261434211414,5.876921574976829,57.24,0.7,0.61,27,No,News,iOS,Yes,No,Nocturnal,Video,1
U00051,371,134.76006737536954,415,13869,241,6.011334868967597,8.414414824885462,0.456067078609419,252,34.504033446400115,2.1055076215294926,1,19.58168564084875,13.11365262332366,14.293317043636659,37.32,0.39,0.02,19,No,Personal,iOS,Yes,Yes,Regular,Image,1
U01158,355,445.59930331836546,164,10692,267,11.355161047639228,3.5468270659495316,0.23394026900633547,8521,29.10643096493185,4.428349450914015,18,7.623562350607168,9.877948873926936,6.965932788266638,51.0,0.32,0.75,24,No,Business,iOS,No,No,Bursty,Mixed,1
U02896,277,106.20698477614883,385,5694,316,5.02606329049507,7.995624134876289,0.10596383202618109,3740,27.69393555086617,1.3375106181658014,5,9.12491180700469,13.79244535223871,5.077437114826824,71.72,0.11,0.07,12,No,Business,iOS,Yes,Yes,Bursty,Image,1
U02249,669,1.841259073076643,3,3662,398,1.9490774658911396,11.188901734633404,15.604051038189343,33,3.6972402721650797,24.453239069231348,149,2.977235019053874,4.376144472492808,0.8544549806716467,14.23,0.95,0.02,1,No,Personal,iOS,Yes,No,Regular,Video,0
U04640,2174,3.4567933213982545,2,1755,1817,1.8631705877175442,73.80278128171524,0.5357457712072877,22,3.962385780430334,6.65610870218455,63,0.41844141033936466,3.119439400286927,2.2705994764664537,18.44,0.17,0.97,0,No,Personal,iOS,Yes,Yes,Regular,Image,0
U02485,308,271.04266317896685,161,1557,61,29.931287231679768,3.4506184596490797,0.49965871415865504,373,72.1251419738056,5.44207691834377,25,8.4392315247614,14.433621939027368,11.459511523627663,29.58,0.51,0.1,12,No,Business,iOS,No,Yes,Bursty,Video,1
U04947,1314,4.182811913740205,2,1918,394,1.1475585395334527,66.65316908382765,12.810198530566826,40,2.905356374733507,6.8830337244693105,62,4.883740557243097,1.4403708262899477,0.7488435533333548,66.04,0.18,0.14,1,No,Personal,Android,Yes,Yes,Bursty,Video,0
U02920,247,83.1579183532267,143,17403,306,42.73729499581188,6.238661636297409,0.99046378729463,974,19.035021024400066,7.936555111192726,48,19.12112142980088,16.549102391322116,11.97577686768268,42.65,0.3,0.7,32,No,Personal,Android,No,Yes,Diurnal,Video,1
U01963,1166,3.1555733266694395,10,4657,207,2.8445401199383404,38.20507735947281,6.193543602722471,47,3.2175101449884016,7.529040178037755,49,1.696997473760371,0.8325710075267839,1.5787174701201911,25.67,0.07,0.23,1,No,Personal,Android,Yes,Yes,Diurnal,Video,0
U01243,238,231.03642873578403,279,172,50,23.599524026458067,3.023735700441219,0.6156137894817999,7495,86.25029657001778,3.967964770344955,1,6.781978544617721,11.822929506074424,18.941556963444004,9.65,0.17,0.29,32,No,Business,Android,Yes,No,Diurnal,Mixed,1
U06590,1409,3.024737777857456,4,1000,2187,1.6312501963357027,22.969521181932876,19.209818948511817,39,4.553073979298945,6.760743966999562,139,4.290957595362764,0.1508934251241284,1.9760625731501484,70.72,0.24,0.88,1,No,Business,iOS,Yes,Yes,Diurnal,Image,0
U01847,83,311.7868781903374,303,10789,190,47.89870602861254,5.183402592187316,1.1031210709900434,6404,61.12944067937782,5.357584055801822,8,5.620168831239665,9.963249160679545,19.294933328111725,36.35,0.32,0.07,31,No,Brand,Android,Yes,No,Diurnal,Mixed,1
U00321,196,1.0355958702191348,2,3927,751,2.278469888652598,35.53057622767588,3.587214433694066,31,4.549834743027976,11.150573175190393,83,4.753926115369716,2.5544329355083075,4.6146545705519895,81.98,0.65,0.45,0,No,Creator,iOS,Yes,Yes,Bursty,Image,0
U02678,1822,4.1029877368639,10,3709,691,1.637300953559235,61.1652976179554,17.16106240699117,1,2.312329782435288,11.534314586421992,29,3.9331096085767943,4.271104586670195,1.5334717372547773,19.42,1.0,0.73,1,No,Business,Android,Yes,Yes,Bursty,Image,0
U04625,1136,3.3909195785385977,9,431,2184,0.23906037339208566,23.057303994877838,17.15851863473916,19,1.5950623452677388,29.070356559974236,134,0.42884436249280955,0.35119181485340323,4.771839571529445,2.5,0.99,0.21,1,No,Personal,Android,Yes,Yes,Regular,Image,0
U04949,960,1.3647772994650202,9,4779,1620,1.119563966013802,19.46603073602949,9.984716603393506,36,4.1834604222178005,27.482705127987696,33,2.8936000650239335,3.1769198141488086,0.4969804507468911,17.96,0.26,0.72,1,No,Brand,iOS,Yes,Yes,Diurnal,Mixed,0
U01328,143,71.1058109918547,55,15663,72,40.91963738745026,0.1723020656343932,0.10047080493848659,8878,49.41832693336974,8.057271210566588,35,19.266127892179043,18.409053079774573,11.386361922336008,65.76,0.49,0.06,9,No,News,iOS,Yes,Yes,Bursty,Video,1
U03337,2532,3.8430446634429436,5,1238,2624,2.031468669894121,44.22913736459088,12.801941121443702,42,4.956946805297093,21.505466590353194,80,1.1656553822243314,2.0024745519032057,1.9478066606164006,24.44,0.06,0.79,1,No,Personal,Android,Yes,Yes,Diurnal,Image,0
U05589,515,3.8738879541366713,7,488,2339,0.9433830151687148,47.62741486803549,12.12823781069506,21,3.1340689334374328,13.773547952042971,86,3.9351536581737943,4.335382846097374,3.6525716065267715,89.04,0.75,0.52,0,No,Creator,Android,Yes,Yes,Bursty,Text,0
U00251,2371,0.6457511199919778,2,1438,2024,0.28124164676261204,28.727778843510468,9.962189713351952,6,4.321147730197581,28.920787591562135,149,0.9389182998676426,4.023748339102714,1.2658600592813207,37.74,0.22,0.44,0,No,Brand,Android,Yes,Yes,Diurnal,Text,0
U03973,2168,2.5299017936007417,10,4415,2790,2.5487286182323237,50.208264880287416,10.237770000512306,48,4.705975565787671,29.931942799941233,127,4.971178306533263,3.5164305048273636,2.9644222527330912,52.54,0.35,0.9,0,No,News,Android,Yes,Yes,Diurnal,Text,0
U06630,985,3.895121637510067,10,3548,938,0.4283682737109108,18.868317310680702,11.430598304474898,0,4.935507759683512,24.754780016741563,139,0.6085023197870215,0.8040783770918847,1.3940417320958138,12.39,0.57,0.89,1,No,Creator,iOS,Yes,Yes,Bursty,Image,0
U05547,738,2.5780017010122047,4,537,1734,1.77414164854627,49.40207646525105,17.93562561146608,2,2.2455520935170687,11.77211448513825,88,4.778238746996003,2.396808817777182,3.9257303700161787,43.8,0.02,0.9,1,No,News,Android,Yes,Yes,Nocturnal,Text,0
U00035,2079,2.1784992600508835,5,2379,264,1.3749379428596484,65.61992558119229,17.624807577464153,44,3.44665847532611,14.703789519320486,55,0.1544716054825307,0.03386049970449112,0.6206379252581168,47.9,0.52,0.09,1,No,Personal,iOS,No,No,Regular,Image,0
U01362,73,316.5897991840543,256,5489,315,42.23481404120982,2.8483450822541414,0.3901519465822536,2274,23.073117014843806,6.419224645243028,29,12.367569782461084,16.427196254930827,14.179226266536423,38.48,0.85,0.48,39,No,Creator,Android,Yes,Yes,Bursty,Mixed,1
U01513,1154,2.5538604787059094,8,2234,2598,0.24294294489208912,15.391146726900763,0.8016532392129028,45,2.605428946411515,29.386443195584157,46,4.41621677252323,0.8865480385583902,0.6209762773539729,19.38,0.89,0.51,1,No,Personal,iOS,Yes,Yes,Diurnal,Video,0
U02317,82,136.03085613840574,398,19691,239,3.791326531830589,9.185469582820001,1.6243776215272592,2100,48.709241807399444,2.1220691265636646,33,8.77592616056475,14.364714635037224,19.799092047710683,46.17,0.14,0.06,31,No,Personal,Android,Yes,No,Nocturnal,Text,1
U00039,2248,4.979799356071399,8,1154,2541,1.1128526696041188,93.55811338909328,8.40708749443243,43,3.3090026281256333,19.012975418192553,46,0.4972661805213424,4.64226504889956,2.166734024324202,89.67,0.3,0.93,0,No,Personal,iOS,Yes,Yes,Nocturnal,Text,0
U04819,2191,0.858823508432576,3,3660,2104,0.5796459581254322,94.1326213591551,12.807020245482587,30,1.0010790614515743,9.27672257697838,99,4.6967618538208775,4.992321865522074,3.2344442807908216,61.31,0.14,0.36,0,No,Creator,iOS,Yes,No,Nocturnal,Mixed,0
U03465,1268,4.088941155439969,9,456,1540,2.085732095985669,95.44492448502393,6.040023207600996,9,1.5996200401936247,7.901163324427763,92,1.1863172421527346,2.658826905864327,4.504637413152416,93.43,0.74,0.28,1,No,Personal,iOS,Yes,Yes,Regular,Video,0
U01760,895,2.9104702777765046,6,1240,1544,1.4863293241864401,21.905952389601634,12.101318270373385,50,2.7484834425200972,18.04762044208674,144,2.6564789140720557,1.8154154050332183,1.185735400095188,61.65,0.02,0.28,0,No,Personal,Android,Yes,Yes,Regular,Video,0
U02304,2694,3.804025105337375,5,188,1502,2.5709099032670504,87.13390913765889,2.340986165732135,19,1.968962730643137,29.456143787207516,96,3.313206455958756,4.290722219491742,2.814542339416712,80.05,0.43,0.59,0,No,Personal,iOS,Yes,Yes,Nocturnal,Video,0
U03723,1421,1.3343531802222839,9,2523,2031,0.6560031494626506,53.793848435363905,13.718899724634825,42,4.387617274777785,29.183638491317684,98,3.2336684104304627,4.05222937717826,3.4690263625927282,73.34,0.48,0.27,1,No,Personal,Android,Yes,Yes,Bursty,Video,0
U01284,293,428.28834011946793,473,12521,72,26.50460765927833,2.842181976143757,0.9842844646976225,1055,79.36405663888569,7.999222248511662,48,14.32590027864786,18.6665394906372,14.217820613407287,75.89,0.6,0.34,10,No,Personal,Android,Yes,No,Nocturnal,Video,1
U04993,2367,3.5102916953072354,8,787,1525,2.323541414247456,46.78974679324286,16.06868245237685,20,2.584233642776105,10.257629690162346,147,2.408497480957176,2.84977980794899,0.5698937815464916,29.87,0.78,0.31,0,No,Creator,iOS,Yes,Yes,Regular,Text,0
U01127,136,335.00763671100634,258,7817,250,10.085002051280366,2.4279900696927657,0.9562277927771936,8551,52.532033619835495,6.923374540811705,5,15.352922105397258,18.12108961912694,8.483182791793833,60.1,0.48,0.4,41,No,Personal,iOS,No,No,Diurnal,Image,1
U03032,2903,3.679474110272721,1,2001,2137,1.5772873380425838,70.70355216666992,9.819425952590601,18,4.2667905423607895,21.547973244404805,64,0.7283695419786818,4.054953042088451,1.7754816306418326,39.33,0.7,0.38,0,No,News,Android,Yes,Yes,Regular,Image,0
U00938,51,206.5389391478251,324,8997,70,16.615869774204548,8.00183797509092,0.006263182670451339,264,24.057384374859893,8.718388517268558,5,14.200018269459095,9.356851972637497,10.144650487292523,32.6,0.53,0.55,39,No,Creator,Android,No,No,Nocturnal,Image,1
U03039,1857,2.7113326854470077,6,3810,1468,2.6433136524483163,37.420141492471885,4.891532009714467,2,2.4137350194635196,10.16802222386002,70,3.878069645448547,4.371393685321145,4.847215867149915,16.72,0.85,0.25,0,Yes,Personal,iOS,Yes,Yes,Diurnal,Image,0
U02655,29,360.80638915066015,202,8144,478,44.59097741836583,3.6129312491580015,1.5280301263529112,9408,29.92437240097543,5.473161635268306,10,18.270611836404647,10.7127076980053,8.022459323837575,97.3,0.1,0.25,13,No,Personal,Android,No,Yes,Diurnal,Mixed,1
U02545,2640,4.261023818845706,6,4287,2856,2.3300988742111786,53.456701201670526,0.7986678334859243,45,2.758743738000548,5.112454922714855,50,1.0263061123348276,0.002186953406665415,0.6849911477198728,12.78,0.93,0.36,0,No,Personal,Android,Yes,Yes,Regular,Video,0
U02592,2109,0.7490740514814284,9,3634,1929,2.9582929777427376,45.496299391268,3.079188191130595,50,2.780513777171801,13.62282230692324,103,1.1757061087560023,2.775500549406693,2.3853976255085216,78.33,0.53,0.19,0,Yes,Brand,Android,Yes,Yes,Regular,Text,0
U01188,2986,4.498889512264327,5,464,943,2.0566399666998647,38.01286890668358,12.14329854076379,40,1.3793575407516308,16.80665977889134,57,2.8866700043350084,1.9691134988750387,3.148640905198638,5.59,0.46,0.94,1,No,Personal,Android,Yes,Yes,Bursty,Image,0
U00966,258,317.2641566501147,371,15072,363,46.41970704700618,4.901472356071181,0.6383615019363476,2062,20.17022119126898,3.132418060816011,1,13.989436130160586,8.85435173466952,11.29900297668769,30.31,0.51,0.31,29,No,News,iOS,Yes,Yes,Bursty,Image,1
U06077,2053,2.8059495465619184,2,4415,1294,2.376839752380274,63.492419513208205,8.903344901354762,44,3.7704665698003184,20.83461616299288,88,4.488146002510657,3.895546717267507,2.9968599232282367,32.71,0.49,0.78,1,No,Personal,Android,Yes,Yes,Bursty,Image,0
U00107,2362,2.025251489068019,1,3419,2878,1.257619515928461,96.31625872356017,17.812052359382264,38,1.182657950953447,8.451200125158943,144,2.3933785268948,2.4477488201384334,2.315193648387084,11.6,0.84,0.58,1,No,Personal,Web,Yes,Yes,Regular,Video,0
U01315,544,4.794902511444833,4,1081,1122,2.7970757284142587,92.43511170922191,14.759748712320091,45,2.925178000064748,9.177874073763984,33,0.9647567884395791,1.0280335993183072,3.6584213201297318,46.33,0.32,0.81,1,No,Personal,Android,Yes,Yes,Regular,Image,0
U01187,173,180.3545896864156,184,13870,25,3.2900671801442862,1.4124756172872577,1.2172908224599537,1460,92.52737489581615,9.203691117680425,39,6.9661154617017225,13.38223547654726,16.268622848030137,32.85,0.13,0.74,18,No,Personal,Android,Yes,No,Regular,Mixed,1
U02753,2369,0.5695134247988507,3,4109,818,0.8046396632178683,38.86615046602316,18.531514629504525,26,2.2430113489351053,13.887890452566374,22,4.311101371411668,3.5466746520833836,3.4279270222451514,9.0,0.33,0.65,0,No,Personal,Android,Yes,Yes,Diurnal,Mixed,0
U02753,83,222.04202295249704,75,11584,276,1.103750632818343,7.552814989059188,1.7562195738161543,232,84.15712584481759,7.161326234778349,12,15.88458514764663,9.886925561155437,16.816153481993766,93.73,0.7,0.74,38,No,Creator,iOS,No,No,Diurnal,Image,1
U06231,1272,3.4413598522297804,10,3765,968,2.447054153064485,25.67416176356357,10.453601703891014,0,3.9624082493977006,5.621256280186963,145,3.3960484339904213,0.4879898008996031,4.1011526462790275,56.55,0.55,0.7,1,No,Creator,iOS,Yes,Yes,Bursty,Text,0
U02876,2447,3.6738798914116724,8,1561,1287,0.24467624367104085,90.5303383752062,15.492136426899341,41,4.5998738576617715,26.925850595906123,28,0.15841170768313761,1.888594445965313,3.8779406267779803,71.4,0.13,0.81,1,No,Personal,Android,Yes,Yes,Regular,Image,0
U05323,2093,1.649346893833295,2,2800,2344,0.9406464688257293,77.7251369568644,4.008709567863513,50,3.19645289096535,26.61394081218425,46,0.2148407490783033,0.3141965808254993,1.2951486748518293,64.7,0.75,0.46,1,No,Personal,Web,Yes,Yes,Regular,Image,0
U00799,2861,1.8789905144760934,8,2943,1905,0.23628951157826322,87.39345579730961,10.924258530709963,12,2.3244575058111727,22.25464660129809,98,2.6635153083651133,4.806257372197248,3.7121807961814297,95.99,0.05,0.89,1,No,Personal,iOS,Yes,Yes,Regular,Mixed,0
U03570,2126,0.5535402451032003,10,3001,2305,1.66120549646994,66.07428738962267,5.2876540135688055,21,3.3774619110659523,25.064442629124947,56,0.7054832277914452,4.937220561202448,4.267493775252444,65.56,0.55,0.8,0,No,Personal,Android,Yes,Yes,Regular,Image,0
U02894,849,4.1146853028220765,10,4587,1904,0.9765732599655118,11.245397701725924,12.546808708426987,34,4.062203425873321,24.400445831527392,60,0.14579508171252198,1.8781775750491243,4.866417932706125,36.92,0.7,0.43,1,No,Business,iOS,Yes,Yes,Regular,Image,0
U02927,655,2.4756866996951654,3,2818,1774,0.7864277979006401,31.75206305759109,3.4466153710071,4,3.3205729140171534,15.35129004504039,137,2.9352384967501255,2.576061805932583,3.1595443192208137,86.98,0.93,0.36,0,No,Personal,Android,Yes,Yes,Nocturnal,Text,0
U01178,223,479.0663429023993,249,6878,475,14.268302553887724,1.1235373851314867,0.01293061184944011,7166,15.421838366429741,9.974521668420135,11,8.772496478431728,13.532735035897833,13.43616614777899,13.15,0.97,0.8,44,No,Business,Web,No,No,Bursty,Image,1
U00971,2123,4.753881681132365,9,1728,1008,2.7394294766977443,58.04909976410034,16.118348249622652,18,4.354334222085975,12.315479777525924,111,1.6983115728454867,0.9606555235179398,2.982547288665079,62.45,0.68,0.7,1,No,Creator,Android,Yes,Yes,Regular,Text,0
U06687,220,4.8512812655023145,2,3615,1297,2.6236770858459693,80.75793468743167,14.086053384697685,39,1.1748725005934335,20.75542976139438,148,3.6655675013350497,4.766778081866615,3.197320154177059,61.82,0.3,0.05,0,No,Personal,Android,Yes,Yes,Nocturnal,Mixed,0
U01575,40,138.28620646643284,366,18923,176,18.171916035200926,8.584175045199862,1.0243784516536802,8310,10.057519085212078,6.8847019490523875,8,6.745549787214329,9.046447474763173,13.501681756157545,51.49,0.44,0.6,46,No,Brand,iOS,No,No,Bursty,Image,1
U02020,191,3.0723246201252445,9,2754,670,2.372902944392966,25.704666716742423,8.917151891550347,20,4.9341861791889015,27.11236578205475,52,3.05896310992761,1.0084785254595503,0.09482826432723523,85.71,0.97,0.56,1,No,Personal,Android,Yes,Yes,Regular,Text,0
U02054,305,469.4312957472101,311,5344,89,45.778035465084685,2.64727545954175,1.4321000764172205,4524,68.81662257259188,6.168376325032091,33,5.579986882533381,17.97685721050054,17.37676840777526,9.32,0.43,0.93,34,No,News,Android,No,No,Bursty,Text,1
U00952,318,1.4470685247944042,6,4496,931,2.690237030480046,77.1266802657483,13.850181441134817,31,3.207304356476412,10.249783118835548,55,0.41713186497453425,2.504104565675009,1.716890933926214,92.45,0.15,0.09,1,No,Personal,iOS,Yes,Yes,Nocturnal,Text,0
U05359,1020,1.6355030198595242,3,3398,2740,2.435344720616091,93.92172145593267,13.45343128551644,44,1.8820270378077866,17.105170365933553,132,3.8885301994273105,1.4005622473782382,3.673512290549551,15.47,0.48,0.84,0,No,Personal,Web,Yes,Yes,Diurnal,Image,0
U03857,1856,1.6808352015683525,7,4250,1127,0.9912992058181659,62.41002338285713,7.188532097656408,0,2.7342194701224827,14.398458255532027,134,2.9317399729076072,3.556841015717051,0.24849513540649903,11.27,0.17,0.78,0,No,Personal,iOS,Yes,Yes,Diurnal,Image,0
U05861,2149,2.3010563913694457,6,4113,1205,0.26184564926239784,68.21858355541187,4.109331114834445,39,2.0946250709107628,26.29294097324244,105,1.3677576893543164,4.658925203801402,1.3562660015351846,77.15,0.86,0.14,1,No,Personal,Android,Yes,Yes,Diurnal,Image,0
U03145,1339,2.660568030563941,4,583,522,0.40098292886345077,8.663894081696208,14.708614892005487,21,3.7220716797902575,6.20969972363108,111,0.5594803816539073,2.3042725416819936,0.329674907623862,7.35,0.18,0.02,0,No,Personal,iOS,Yes,Yes,Regular,Image,0
U03305,542,0.5071073948506034,8,2426,1236,1.5033008009677882,54.047236469504135,18.751472834869126,12,3.926845089401715,27.206678902522956,66,2.1955819570680823,2.807786059596528,3.166740904301612,87.5,0.77,0.34,0,No,Creator,Android,Yes,Yes,Diurnal,Image,0
U03006,2084,0.6454546939674064,3,4540,648,2.470585343443771,26.938513401082584,11.158839633271713,35,1.4975289898441133,18.64261642457388,78,0.2450444186293771,3.3127708844995105,0.38134858833661633,66.04,0.94,0.3,1,Yes,Personal,Android,Yes,Yes,Regular,Image,0
U02001,166,81.1689142479526,315,18995,64,10.761740117401239,2.487730802762119,0.6473854353208581,2104,67.45686898840431,1.1499995644940322,32,12.621929616919537,14.022526301755759,18.11636832953854,25.59,0.93,0.93,22,No,Business,iOS,No,No,Diurnal,Text,1
U00770,140,283.8178074210142,203,13746,170,28.77143586828209,0.6842971504424855,0.7145996214504349,7141,20.65168060203887,3.406534767692869,8,10.524948139700916,16.27542621081785,5.598385572964342,63.51,0.53,0.6,13,No,Brand,Android,Yes,No,Nocturnal,Mixed,1
U00438,179,379.530427157909,228,13776,190,41.7091531856759,8.017278725867127,1.5797690607909174,7910,33.73021572292801,6.586072801854574,38,7.533168823791676,18.24436740866948,16.423402758375257,12.42,0.24,1.0,5,No,Personal,iOS,No,No,Nocturnal,Video,1
U00942,34,320.24658145752306,112,14916,349,10.065099234817097,1.0674616640272894,1.6263006405386127,4235,74.62826650997897,5.83623617956529,8,7.0932014075865375,5.1595238281896485,18.6255894172837,16.1,0.06,0.2,39,No,Business,iOS,No,Yes,Nocturnal,Mixed,1
U02238,33,416.13703928518635,290,1980,310,46.45764025620222,8.064741551351682,1.119366545312931,8049,25.108027753496117,2.2332919876148307,50,13.47327754676534,12.369746411445423,8.479779327035423,72.05,0.37,0.11,18,No,Business,Android,No,Yes,Nocturnal,Text,1
U01056,2551,1.9924602987965787,9,2508,88,0.53962609003555,35.576712523226576,19.514793031961332,10,1.6809270903350395,22.739125173861016,89,2.7389542668536344,4.913396463657912,0.1418986489817481,45.16,0.38,0.5,1,No,Personal,Android,Yes,Yes,Regular,Mixed,0
U03154,497,0.6514237552956197,9,3377,2579,0.8319726701815586,98.4892305185667,15.358155062379861,6,3.3550927629452407,15.5035817733776,131,4.953792767910278,2.3562261972618725,4.491110839657148,38.29,0.71,0.99,1,No,Personal,iOS,Yes,Yes,Diurnal,Video,0
U03787,672,2.426555155182686,1,2440,410,0.3536925801239902,17.631666511414025,2.0844494208029296,0,4.885769725975454,28.849490104541267,118,3.5114279510952473,0.6109202465520924,3.4132093033361945,43.77,0.99,0.49,1,No,Personal,iOS,Yes,Yes,Diurnal,Image,0
U02189,382,485.98374527706864,423,12837,413,37.13580994656363,3.103076099345837,1.5855090165768053,1575,24.42494905638317,9.02300495469583,23,13.380032771950617,15.934970881172806,19.192172597401967,40.56,0.49,0.24,17,No,Personal,Android,No,No,Bursty,Text,1
U00825,154,244.21059107088567,293,14412,438,49.822140059316524,7.608888401384917,0.28907366478785135,2240,16.201354235518256,6.152215551258303,21,11.205377752159839,15.84605063889659,16.75286212114196,86.19,0.5,0.38,26,No,Personal,iOS,Yes,No,Nocturnal,Mixed,1
U00539,18,128.70532025335098,496,2431,431,7.88162058497779,3.480481624272347,1.0699370248156492,382,50.763104787761165,8.554790930521445,13,9.557677340349901,13.453737508202613,11.706080856656346,68.77,0.69,0.22,44,No,Creator,Android,No,No,Nocturnal,Image,1
U00231,251,89.16095968188921,174,6258,412,22.12376795394737,6.4712289070558695,0.1476622025976697,4114,16.45238017561757,9.90722266842059,46,7.531203207865937,19.241442402284818,6.237367360917284,82.22,0.97,0.17,28,No,Business,iOS,No,No,Bursty,Text,1
