User_ID,Account_Creation_Date,Posts_Per_Hour,Followers_Spike,Following_Count,Followers_Count,Avg_Time_Between_Posts,Anomaly_Score,Cluster_ID,Is_Bot,Avg_Likes_Per_Post,Avg_Comments_Per_Post,Verified_Status,Bio_Length,Profile_Pic_Exists,Has_External_Link,Retweet_Ratio,Hashtag_Usage_Rate,Mentions_Per_Post,Device_Type,Account_Status,Language,Geo_Tag_Usage,Avg_Post_Length,Sentiment_Score,Time_Of_Day_Activity,Response_Rate
bot_24,2021-11-20,32,144,2481,1951,1.6641653587290204,0.88635836986176,1,1,4,0,0,24,0,0,0.723975799758728,9.764676090041977,10.080995168398587,api,active,pt,0,24,0.43431993552189296,night,0.05883510938495301
bot_25,2010-02-08,21,220,2547,488,3.3559574517685795,0.8745554204985941,14,1,3,1,0,10,1,1,0.9951381728781508,10.663222687724785,8.918276606330952,desktop,active,pt,0,35,-0.4006832698743865,afternoon,0.013664809959448888
bot_26,2017-09-25,28,493,974,1697,4.743127001864462,0.7501501183205689,14,1,3,0,0,28,1,1,0.9965323462932858,12.75801045873293,5.91021858166894,api,active,es,1,59,-0.4011733637239241,night,0.013349282452836165
bot_27,2017-12-13,31,407,434,208,3.9409471029819465,0.9321576369201808,18,1,0,0,0,27,0,1,0.5821845544304223,14.979464979090428,11.98090143038551,mobile,active,pt,0,46,0.2723540270838176,night,0.0005547739865066848
bot_28,2017-05-20,33,380,1991,1796,1.4274618434977002,0.7935930954786241,19,1,1,0,0,13,1,1,0.507405859348347,9.184256324277332,12.354573200205687,api,active,es,0,25,0.4131397578985696,night,0.08432451287727911
bot_29,2013-05-15,26,151,1278,1967,4.51986858785969,0.8861877168934151,6,1,3,1,0,17,1,0,0.5711105541909357,6.71447612552328,6.632438524918745,desktop,active,pt,0,48,-0.024130895822591536,afternoon,0.08034352968841707
bot_30,2010-12-18,29,196,2899,1324,3.80980988637908,0.808550645741918,4,1,3,1,0,17,1,0,0.7814857740909258,14.778687072793884,11.963367468292656,desktop,active,fr,0,56,-0.14517844378231748,night,0.07671799154978055
bot_31,2017-10-01,31,71,729,1400,1.0757518755636117,0.7253185639314761,8,1,1,1,0,14,0,1,0.9555222444069542,7.853786247243951,5.360294264278802,mobile,suspended,es,0,40,-0.45863166533706023,night,0.036559059667203145
bot_32,2013-02-20,33,53,2523,674,3.7076108701053303,0.8574384677391764,13,1,2,1,0,25,1,0,0.5112036669238663,7.6191565461215225,6.5483186049836375,mobile,active,pt,0,57,-0.15923016020268677,night,0.08986300589984375
bot_33,2015-08-12,33,41,2018,1590,1.8020995583280197,0.7919929406666965,7,1,1,0,0,20,0,0,0.6721561194539736,13.690836561088856,7.03334860822848,mobile,active,pt,0,54,-0.002318556943602723,night,0.038167510546774246
bot_34,2013-05-16,35,160,180,1726,2.7112849579854936,0.7213939010042769,10,1,1,0,0,20,1,0,0.9972144522675827,13.929106517240871,14.65892496552,desktop,active,en,0,53,0.11416616607772512,afternoon,0.03534780094175271
bot_35,2013-05-20,28,338,1009,963,1.8510409134113845,0.7595526748277781,18,1,1,1,0,23,1,0,0.771702177079232,8.371673338875404,10.549200325812446,desktop,active,fr,1,54,-0.2747455314469598,night,0.03540224518858363
bot_36,2011-12-22,29,290,549,387,0.878266570734634,0.8856567307572736,1,1,3,1,0,20,1,0,0.7493555943684809,11.476006834280133,10.066618313249407,mobile,active,it,0,32,0.09580496566043084,night,0.05963429401747277
bot_37,2016-05-08,27,187,1433,804,3.9586261310751167,0.7304145998152185,5,1,2,1,0,22,1,0,0.5343712161155334,11.89728945953747,14.812410396953808,mobile,active,fr,0,34,-0.41043793396951844,night,0.03777922873611266
bot_38,2015-09-27,34,57,1979,1704,4.2290769141865585,0.726239902315636,2,1,0,1,0,17,1,0,0.6828576081294838,10.23104557428531,6.592003269376719,desktop,active,en,0,24,0.1449638980600687,night,0.028491346111801596
bot_39,2023-06-11,20,380,2079,1891,1.5439055061232425,0.9832064707092554,11,1,0,0,0,23,0,0,0.7248750232446031,10.973550378587408,14.73700693740936,desktop,active,fr,0,21,-0.028553487666233668,morning,0.05704998247776613
bot_40,2024-09-01,39,265,779,1713,1.5783715306378792,0.7322570137364244,16,1,0,1,0,29,0,0,0.750924311137286,8.588722588907435,7.340237254213134,api,active,es,0,34,0.09427858543878864,night,0.073824558235701
bot_41,2021-01-13,34,254,2832,1157,2.43480977693888,0.8128179184928672,7,1,4,0,0,10,1,0,0.9488379200749009,12.067811421237256,11.630620396300323,api,active,de,0,57,0.2928328481824637,afternoon,0.016199794126981148
bot_42,2022-05-02,34,74,829,1829,4.151611935965214,0.7400232671450462,14,1,4,1,0,28,1,0,0.9536547398125136,13.907861480084154,12.63965209352721,mobile,active,pt,0,56,-0.1401775901788317,afternoon,0.0902108504730148
bot_43,2014-10-15,28,447,2338,1186,0.8477063242103955,0.981780727672675,1,1,0,0,0,14,1,1,0.7108674071182353,13.65133915942178,5.098118981472195,desktop,active,it,0,40,0.13959671501840232,night,0.01860139320045956
bot_44,2020-03-01,25,392,1113,1032,4.13920108983341,0.8443484198510329,12,1,2,0,0,13,0,1,0.5130713123703341,13.147663480495254,12.334347672713783,api,active,fr,0,45,-0.08415967803839308,night,0.048819532649032965
bot_45,2011-01-06,28,139,779,725,4.65225332430008,0.733335772634131,11,1,1,1,0,13,0,0,0.9338317573708395,6.557077357493869,10.06514905791277,desktop,suspended,fr,0,43,0.22152238100986332,night,0.05814591432297183
bot_46,2011-12-09,22,85,1420,418,3.026768755054583,0.9306449327276922,17,1,1,1,0,11,1,0,0.7839643626891313,12.637736919600226,10.194429305420693,mobile,active,de,0,29,0.3224892546438116,night,0.009063045549957672
bot_47,2024-09-24,39,341,2336,676,0.7717616667922764,0.9342359763120818,12,1,3,1,0,17,0,0,0.586376153116,6.64871331290644,8.157950780325768,mobile,active,en,0,31,-0.08064524621671798,night,0.08142968746653179
bot_48,2022-07-30,25,446,612,1177,1.7129874193532346,0.9703598390025174,17,1,3,1,0,25,0,0,0.8062748020043882,12.981288409490865,14.063201618348774,desktop,active,de,0,23,0.004813119120119724,afternoon,0.039572495147680055
bot_49,2022-06-28,39,347,1132,1253,1.0012391334741721,0.911696616072602,18,1,3,0,0,23,1,0,0.7877196990872957,8.229224553038922,6.9108310131355255,desktop,suspended,fr,0,23,-0.48940944351177473,night,0.07264221966028087
bot_50,2016-04-28,35,185,686,1362,1.666776068372402,0.7164148821523174,16,1,1,0,0,25,1,1,0.6793172028642526,6.376502441544057,8.791784347072893,api,active,en,0,21,0.2709845426523322,afternoon,0.020122243412989384
bot_51,2024-12-18,24,229,947,1521,4.153019042714469,0.8650934641308944,1,1,4,0,0,18,1,0,0.5301060092684187,12.276842963637176,5.423575644198596,desktop,active,fr,0,35,-0.037238520844604106,night,0.08482268499135859
bot_52,2024-08-21,22,432,2290,1305,0.7505050515256901,0.8152119576201132,5,1,4,0,0,17,0,0,0.5126270510770703,9.64910132129924,9.425896250201106,desktop,active,fr,0,41,0.4291451469999007,night,0.01251675608285281
bot_53,2017-07-12,36,94,1950,1398,1.777206356833961,0.9245743150880098,5,1,0,0,0,22,1,1,0.8452123500937927,10.50694548868584,14.164594961863775,api,active,es,0,54,0.2819602790546799,morning,0.09708317078714483
bot_54,2016-03-13,21,459,2634,1425,2.8262784318147114,0.8772787025517449,16,1,3,1,0,14,0,1,0.5485083855716226,13.601258472508503,7.433383796320589,api,active,es,0,50,-0.4118679444477187,night,0.009914429501311606
bot_55,2020-04-11,29,153,2341,1018,4.433184394186796,0.9175601562376674,19,1,4,0,0,22,0,0,0.9566708109112901,8.664310441840414,12.855200831145183,desktop,active,en,0,37,0.09595768089040946,afternoon,0.02790041731770987
bot_56,2018-11-08,26,284,2669,719,1.6249197466263838,0.7541331753619269,2,1,3,0,0,22,1,0,0.5734575806203053,7.792244436151556,5.380599179825463,api,active,it,0,32,-0.340839049532513,night,0.04995258305946191
bot_57,2011-10-22,19,425,1153,1681,4.002472204415975,0.831121298180336,7,1,1,0,0,14,0,0,0.7751432019657223,8.977569935575316,13.197032783659097,mobile,active,es,0,32,-0.12154608084282992,night,0.04525059156926331
bot_58,2020-01-21,31,193,1402,1304,3.1260608363250064,0.8296312980947548,16,1,2,1,0,23,0,0,0.8872532448366154,11.32330758284316,8.13046756225284,api,active,es,0,57,-0.21023132286071577,night,0.05723497969298011
bot_59,2019-02-23,30,262,889,373,3.5436623782086243,0.9942923834747109,3,1,3,1,0,18,0,0,0.9288159287986955,7.246203369254891,5.622336712158052,desktop,suspended,de,0,34,-0.29589983221742067,night,0.09475925652423689
bot_60,2022-05-03,29,108,1165,839,4.377958914086108,0.7057330488409818,18,1,0,0,0,26,1,1,0.9433564105958459,12.948908495304908,8.330415179203856,desktop,active,fr,0,45,0.05958453719132539,night,0.0419841314957069
bot_61,2018-08-13,34,269,2064,876,0.6188704416727218,0.9448128826242864,10,1,2,1,0,28,0,1,0.7775386188663838,13.828728697809057,10.611839927212575,api,active,it,0,55,-0.18306394765739498,night,0.02577901516716661
bot_62,2017-12-12,28,50,1603,313,2.8838006582157005,0.7291334928962,2,1,2,1,0,14,1,1,0.619353235080125,14.107459971012883,14.29364141788,api,active,it,0,59,0.15383938025624488,night,0.044670760064710484
bot_63,2011-06-02,20,296,516,499,3.8624639316375067,0.7241134167202297,19,1,4,1,0,17,1,0,0.6016128610818268,11.160520990759089,8.286530715423243,desktop,active,it,1,29,0.433952387566358,night,0.08018253579127867
bot_64,2017-06-07,30,57,1444,598,4.4807137528959355,0.7984529479452078,15,1,2,0,0,28,0,0,0.7240237475695329,14.383236586848545,8.740776290750627,api,active,pt,0,47,0.24752542607804018,night,0.09945616581224294
bot_65,2012-03-04,29,327,2837,1684,1.097123847295004,0.9102300681721399,16,1,0,1,0,12,1,0,0.8146279532475802,6.358619639283621,11.945897870820898,api,active,de,0,51,-0.24486406769453495,night,0.0759779422150399
bot_66,2023-04-18,31,422,2515,1814,2.0365323697404687,0.9035338971271153,8,1,4,1,0,20,0,0,0.9308328361361833,10.600383493610519,5.19705347528274,desktop,active,en,0,54,-0.34482209926549334,morning,0.09881631352764758
bot_67,2024-05-31,28,157,2745,1385,0.8535010626282207,0.8883641932373936,8,1,2,0,0,19,0,1,0.7517245898828646,9.474635955983945,12.044235518232714,desktop,active,es,0,44,0.19496251478130044,night,0.06894204478320319
bot_68,2018-01-23,32,449,2707,1262,4.257203377139973,0.9323653308172803,17,1,2,1,0,29,0,0,0.8505523465169365,14.800711443275926,5.383654591947186,desktop,active,es,0,24,0.43070116664565694,afternoon,0.049731466178741406
bot_69,2018-11-13,23,95,904,1671,4.3581485651883956,0.7697134159599203,14,1,0,1,0,15,1,0,0.8450290318492817,5.90314904757046,14.450800877737029,desktop,active,de,0,56,0.3080929740131141,night,0.09328812629651749
bot_70,2017-12-06,25,358,2865,114,2.67613391694022,0.8901533334541851,18,1,4,1,0,28,0,1,0.5591357895789854,9.002392945679883,14.939737099003295,api,active,pt,0,42,-0.1374289637824686,night,0.012336641207307443
bot_71,2024-12-20,34,272,2052,1688,0.5935788200433142,0.8914112637311923,16,1,4,0,0,23,1,0,0.9075849995306741,6.637230697154712,12.449809366099402,desktop,active,de,0,35,0.36609331747254636,night,0.09783985870660428
bot_72,2021-04-28,30,469,2025,475,0.9598916716582646,0.8963006538385342,6,1,2,0,0,11,0,0,0.7150877431821073,8.544606406454243,9.39273908723733,desktop,active,fr,0,35,-0.13971525892747527,afternoon,0.019059392352281514
bot_73,2014-09-06,37,98,922,673,3.3096115376439794,0.8783360905166102,17,1,0,1,0,14,0,0,0.5284458165755727,13.708764490698647,6.797541507816931,mobile,active,fr,0,29,0.3751114264523152,afternoon,0.06513721975281321
bot_74,2016-08-01,34,57,2063,402,4.9217863364733,0.766456867851278,19,1,1,1,0,22,1,0,0.7846829933563974,7.253690083223393,5.434522972360236,desktop,active,es,0,40,0.4882050456327397,night,0.038861716690625096
bot_75,2014-09-03,31,337,1941,994,4.274888347577107,0.9742896694286316,4,1,0,0,0,21,1,0,0.9535765632812963,9.941421366833351,13.286543941436532,api,active,pt,0,44,-0.3160831699227803,night,0.0900036539181599
bot_76,2012-03-09,30,347,409,629,4.090649972163881,0.9928013885597131,7,1,2,0,0,17,0,1,0.8796732075738363,7.045849697693263,12.727960818359083,api,suspended,pt,0,40,-0.2530684893740883,morning,0.07439870976809103
bot_77,2011-03-13,29,449,802,1057,2.3808644643321473,0.9067560137259818,18,1,2,1,0,27,1,0,0.5600351168996295,14.792416819728846,14.184065686006965,desktop,active,fr,0,23,0.16178543301523063,morning,0.05534481425581764
bot_78,2017-10-16,29,182,1484,1210,4.933455134659194,0.8332239151921661,8,1,1,1,0,26,0,1,0.8998779056996619,5.765541654666433,7.666147902785468,mobile,active,es,0,59,0.47905546252101605,night,0.09002251911250192
bot_79,2015-02-09,25,377,2675,185,4.212377828875866,0.861157232442153,18,1,1,1,0,20,0,0,0.5227553538676808,13.49063122533638,9.165763285408275,mobile,active,es,0,41,0.20622593335131878,night,0.09198758165842814
bot_80,2010-09-24,31,446,2787,1387,2.0104376970381885,0.7325114554238219,19,1,4,0,0,24,0,1,0.7875514213618543,14.32171083616861,14.107922117869332,mobile,active,de,0,25,-0.461982895920386,night,0.056147113833173425
bot_81,2018-05-26,25,147,796,1060,3.8682096299074216,0.8090187694337831,19,1,2,0,0,14,1,1,0.5575151546719173,12.777699111403084,8.69232923192434,mobile,active,de,0,31,-0.2343865337822595,night,0.0464958755521006
bot_82,2016-10-29,36,177,704,775,2.446353137475104,0.9928403061895037,6,1,4,0,0,29,0,0,0.8011435203888216,8.69550896170851,7.723982830217151,api,active,es,0,55,0.28345721846454486,night,0.03392267913471234
bot_83,2012-09-24,26,348,2800,1570,3.4720505157912456,0.864316678782146,12,1,2,0,0,28,1,1,0.5764582865571355,8.972499095761265,10.845272907407548,desktop,active,fr,0,38,-0.1927841244235049,morning,0.06349450536183766
bot_84,2021-04-16,33,338,1750,1947,4.865242355465936,0.8681882630770501,6,1,0,1,0,22,0,0,0.946872084768743,5.300920930470248,9.73041916548894,desktop,active,it,0,22,0.07479420921311453,night,0.004784148737749139
bot_85,2016-05-10,30,433,420,802,1.6090319987023438,0.9861939607060743,14,1,3,1,0,29,0,0,0.8260318014688613,6.950991400685504,7.0523323186802855,desktop,suspended,es,0,49,-0.29457746715599253,night,0.08205307064710099
bot_86,2019-03-20,32,388,403,359,4.077509859444458,0.9659062541032528,17,1,4,0,0,26,1,0,0.7197343069924953,14.302596993572413,13.796987449833102,desktop,suspended,it,0,31,-0.4130182971665771,night,0.05595443818600815
bot_87,2018-02-23,30,102,618,1670,3.156684445310398,0.8706149133412083,12,1,4,0,0,28,1,0,0.9536229757200112,12.277612981163104,11.385953716721264,mobile,active,en,1,30,-0.04415173210938439,night,0.03587309832444152
bot_88,2014-04-06,39,432,1026,1633,4.774869109596688,0.7806972546946461,2,1,4,0,0,13,1,0,0.586409546049089,10.505703752567936,7.691726953479253,desktop,active,fr,0,20,-0.3913760755382474,night,0.049591686020264286
bot_89,2022-11-15,29,469,1040,1511,1.1050848947927407,0.7350794245696755,13,1,3,1,0,14,0,1,0.9390828714352815,14.902123789365294,11.332726132892844,mobile,suspended,it,0,56,0.16800970250922753,night,0.04729139075065271
bot_90,2022-07-24,31,495,2339,1434,3.738692744803386,0.9590954277084263,5,1,3,1,0,10,1,0,0.5566510932298775,12.608345714510872,14.521080592596373,desktop,active,de,0,44,-0.023915425911527066,night,0.08165788575739809
bot_91,2013-06-03,24,475,2169,205,0.6671891796556382,0.976027454955275,6,1,1,1,0,21,0,0,0.8860950630979306,11.139369154589591,6.819140520545066,api,active,de,0,39,0.08115286458667192,night,0.07497274165840177
bot_92,2020-03-05,26,236,2978,1686,1.609490662764225,0.8482854764040116,1,1,2,1,0,19,1,0,0.5713845273157783,10.179797543873825,11.277836431259612,desktop,active,es,1,30,0.13335737608146747,morning,0.05261401219193221
bot_93,2018-10-12,30,221,179,1011,1.9438453852975308,0.7283645698619136,8,1,0,1,0,22,1,0,0.5768425155547922,9.655077074416145,14.984456730134703,mobile,active,de,0,38,0.23702236195466175,afternoon,0.0679539424833722
bot_94,2012-09-28,31,297,1407,415,2.44515092221415,0.8818674191600044,9,1,4,1,0,28,0,0,0.9308084852334725,13.559116777068585,9.925818316752821,desktop,active,es,0,53,-0.3628783843220057,night,0.06714430194501265
bot_95,2012-09-12,28,438,2575,1154,4.843849897061581,0.8102384196825623,12,1,1,0,0,25,1,0,0.723885102408667,9.825705581474828,12.660577401726187,mobile,active,pt,0,33,0.34252707342847255,afternoon,0.027418191709869724
bot_96,2017-01-11,32,445,202,1713,0.8042063077827186,0.7473581981942161,10,1,4,1,0,11,0,1,0.6272987243551267,9.358625381835086,12.077854220845818,desktop,active,de,0,59,0.34835648640349937,afternoon,0.08847581977927246
bot_97,2023-04-29,35,171,828,1744,1.2604228895895928,0.975743016891678,3,1,2,0,0,18,1,1,0.8293201870675777,7.309212503818361,9.937121736379297,api,active,fr,0,24,-0.2346081287069235,night,0.06321863974356348
bot_98,2023-12-02,24,45,241,1310,1.4137125178345031,0.7718347156143122,10,1,3,0,0,14,0,1,0.9308124952041745,11.376025418731864,9.241777053777934,mobile,active,es,0,28,0.4940758222187328,night,0.07821726320200272
bot_99,2016-05-19,40,434,2550,1470,2.4079851604200813,0.9133484547538487,14,1,2,1,0,20,1,0,0.7078124529464136,5.307818858280252,11.771010039033936,desktop,active,pt,0,34,-0.2441285173366885,night,0.01688695102150355
bot_100,2020-06-01,29,362,1055,1132,0.7731494111485123,0.8288133577908043,5,1,2,0,0,13,0,0,0.64293876637047,7.541187486772557,10.940047817931307,desktop,active,pt,0,57,-0.27542388862394074,night,0.06676742908227278
bot_101,2022-01-16,33,273,869,1310,4.84438795945281,0.9483762601864805,5,1,2,0,0,28,0,0,0.6382795461106152,10.25505138998134,9.789253782942282,mobile,active,es,0,29,-0.07056045483636475,night,0.09129923143716782
bot_102,2019-08-03,31,405,918,1583,3.0193326103019986,0.9102504710528319,13,1,1,1,0,17,1,0,0.8412397633189299,8.095796581188782,6.200990892502239,mobile,active,fr,1,29,-0.2571750618077575,afternoon,0.07300103695757663
bot_103,2019-08-30,45,270,839,387,4.159791063151572,0.7369480088855672,17,1,2,1,0,25,1,0,0.8534624613828483,10.139689137382808,12.76735423892781,api,suspended,fr,0,23,-0.3106580196733686,night,0.051011020225018515
bot_104,2012-11-01,32,186,1713,521,3.9762429375380606,0.8348835203970166,10,1,2,0,0,26,1,0,0.9566925392822252,7.3658708108575635,12.995322181843074,mobile,active,de,0,56,-0.24728035392397163,night,0.0526278121554907
bot_105,2016-02-27,34,372,261,1488,3.473713112096786,0.7779365665827523,2,1,2,1,0,20,0,0,0.5105537312591735,13.589102441627096,8.32048149512634,desktop,suspended,pt,0,34,-0.3230303192072239,afternoon,0.007536665522180852
bot_106,2021-09-23,33,491,693,338,4.569842383839599,0.914075341453423,15,1,0,0,0,18,0,0,0.5685537676283597,6.115687251759974,8.12263963306739,desktop,active,es,0,26,-0.23466708743444875,afternoon,0.03706306140108935
bot_107,2020-04-02,38,159,2363,423,4.560726704709664,0.863406648018201,13,1,1,0,0,18,1,0,0.7947882891372545,7.205638475871197,9.681708101696023,desktop,active,fr,0,28,0.008822227236536473,night,0.06384734911983234
bot_108,2022-11-13,27,248,662,1382,1.0749732334916782,0.8020543653303556,5,1,1,0,0,16,1,0,0.6468427604470397,9.631241360972592,8.506643276790513,desktop,active,fr,1,53,-0.21364802742979716,night,0.00748846351459066
bot_109,2011-11-11,34,92,1014,1680,4.55867734605905,0.7988380440984394,17,1,0,1,0,10,0,0,0.7250101766747724,9.386899179380945,12.75715767527302,api,suspended,es,1,29,-0.12581245105700223,night,0.09428458219391281
bot_110,2012-11-27,25,447,1799,1195,2.857509659223087,0.7343460978564086,5,1,1,0,0,12,0,0,0.9635563246061329,11.716817314754179,14.574793859014136,api,active,it,0,51,0.29009166209629644,night,0.0400990959514712
bot_111,2015-05-28,26,318,2398,396,1.706313710668542,0.7641465500103779,14,1,4,0,0,18,0,0,0.5483083590494775,12.067642937239167,5.934134254127398,api,active,es,0,43,-0.2822188034084794,night,0.0682021221280299
bot_112,2020-09-19,25,255,824,682,3.238252100853975,0.9140398742788255,10,1,1,1,0,25,1,1,0.8241428671804096,11.566032962805176,6.40064746488161,desktop,active,en,0,43,0.27730099123697627,afternoon,0.027295922226115512
bot_113,2021-10-22,27,214,2009,85,1.7640661995927638,0.8829713441447584,15,1,1,0,0,23,0,1,0.9020731606654286,11.38082979216582,8.757730383146447,api,suspended,es,0,35,0.37356352325665,afternoon,0.08974504594873015
bot_114,2024-07-12,36,490,1533,774,2.6555353819359335,0.8066787837933492,2,1,2,1,0,24,1,0,0.5602387297240866,9.495294744116517,9.515907619996158,api,suspended,fr,1,35,0.2904976387050011,night,0.0767236497909811
bot_115,2022-04-14,24,107,2822,1526,4.173970318948653,0.9508346816870786,19,1,0,0,0,13,1,1,0.8233008114901438,9.46468249515825,7.545882149462382,api,active,en,0,58,-0.45225516129868837,afternoon,0.06911944523116724
bot_116,2014-03-18,32,116,1442,508,0.6448908917538743,0.8453238552892561,5,1,3,1,0,24,1,0,0.9158141995680356,5.887559437218,13.985746660564612,api,active,es,0,28,-0.22693096063385698,night,0.0732185903188496
bot_117,2024-07-26,32,497,1995,1299,1.3239004620467831,0.9383302463065971,6,1,2,0,0,20,0,0,0.6033666712183007,5.026091751216033,12.379413178193193,api,active,it,0,27,0.23313307114135606,night,0.004596642023303033
bot_118,2015-10-24,28,185,487,940,4.804622038052875,0.9343540452986727,13,1,4,0,0,26,1,0,0.5674496150296999,13.544521312428033,13.749994095338886,api,active,es,1,50,-0.4624277316477594,night,0.08510378857126222
